index,array,name,base_name,status,reason,source,parfile,timfile,policy,priority_order
33,NG15,B1953+29,B1953+29,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
34,NG15,J1125+7819,J1125+7819,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
35,NG15,B1937+21,B1937+21,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
36,NG15,J1640+2224,J1640+2224,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
37,NG15,J0709+0458,J0709+0458,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
38,NG15,J1738+0333,J1738+0333,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
39,NG15,J1719-1438,J1719-1438,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
40,NG15,J1918-0642,J1918-0642,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
41,NG15,J2043+1711,J2043+1711,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
42,NG15,J1811-2405,J1811-2405,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
43,NG15,J2234+0944,J2234+0944,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
44,NG15,J2145-0750,J2145-0750,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
45,NG15,J1910+1256,J1910+1256,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
46,NG15,J1455-3330,J1455-3330,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
47,NG15,J2010-1323,J2010-1323,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
48,NG15,J2302+4442,J2302+4442,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
49,NG15,J1741+1351,J1741+1351,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
50,NG15,J0636+5128,J0636+5128,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
51,NG15,J1022+1001,J1022+1001,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
52,NG15,J0613-0200,J0613-0200,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
53,NG15,J2317+1439,J2317+1439,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
54,NG15,J1312+0051,J1312+0051,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
55,NG15,J2322+2057,J2322+2057,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
56,NG15,J1747-4036,J1747-4036,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
57,NG15,J1944+0907,J1944+0907,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
58,NG15,J1802-2124,J1802-2124,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
59,NG15,J1911+1347,J1911+1347,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
60,NG15,J1946+3417,J1946+3417,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
61,NG15,J1745+1017,J1745+1017,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
62,NG15,J1705-1903,J1705-1903,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
63,NG15,J1643-1224,J1643-1224,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
64,NG15,J0610-2100,J0610-2100,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
65,NG15,J2033+1734,J2033+1734,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
66,NG15,J1630+3734,J1630+3734,retained,retained by priority-dedup development policy,feather,,,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
67,EPTA,J0751+1807,J0751+1807,retained,retained by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0751+1807/J0751+1807.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0751+1807/J0751+1807_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
68,EPTA,J0900-3144,J0900-3144,retained,retained by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0900-3144/J0900-3144.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0900-3144/J0900-3144_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
69,EPTA,J1801-1417,J1801-1417,retained,retained by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1801-1417/J1801-1417.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1801-1417/J1801-1417_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
70,EPTA,J1804-2717,J1804-2717,retained,retained by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1804-2717/J1804-2717.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1804-2717/J1804-2717_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
71,EPTA,J1857+0943,J1857+0943,retained,retained by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1857+0943/J1857+0943.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1857+0943/J1857+0943_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
72,PPTA,J0125-2327,J0125-2327,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J0125-2327.par,data/PPTA_DR3_github/analysis_codes/data/all/J0125-2327.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
73,PPTA,J0614-3329,J0614-3329,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J0614-3329.par,data/PPTA_DR3_github/analysis_codes/data/all/J0614-3329.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
74,PPTA,J0711-6830,J0711-6830,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J0711-6830.par,data/PPTA_DR3_github/analysis_codes/data/all/J0711-6830.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
75,PPTA,J1017-7156,J1017-7156,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1017-7156.par,data/PPTA_DR3_github/analysis_codes/data/all/J1017-7156.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
76,PPTA,J1045-4509,J1045-4509,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1045-4509.par,data/PPTA_DR3_github/analysis_codes/data/all/J1045-4509.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
77,PPTA,J1125-6014,J1125-6014,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1125-6014.par,data/PPTA_DR3_github/analysis_codes/data/all/J1125-6014.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
78,PPTA,J1446-4701,J1446-4701,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1446-4701.par,data/PPTA_DR3_github/analysis_codes/data/all/J1446-4701.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
79,PPTA,J1545-4550,J1545-4550,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1545-4550.par,data/PPTA_DR3_github/analysis_codes/data/all/J1545-4550.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
80,PPTA,J1603-7202,J1603-7202,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1603-7202.par,data/PPTA_DR3_github/analysis_codes/data/all/J1603-7202.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
81,PPTA,J1824-2452A,J1824-2452A,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1824-2452A.par,data/PPTA_DR3_github/analysis_codes/data/all/J1824-2452A.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
82,PPTA,J1902-5105,J1902-5105,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1902-5105.par,data/PPTA_DR3_github/analysis_codes/data/all/J1902-5105.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
83,PPTA,J1933-6211,J1933-6211,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1933-6211.par,data/PPTA_DR3_github/analysis_codes/data/all/J1933-6211.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
84,PPTA,J1939+2134,J1939+2134,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1939+2134.par,data/PPTA_DR3_github/analysis_codes/data/all/J1939+2134.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
85,PPTA,J2129-5721,J2129-5721,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J2129-5721.par,data/PPTA_DR3_github/analysis_codes/data/all/J2129-5721.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
86,PPTA,J2241-5236,J2241-5236,retained,retained by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J2241-5236.par,data/PPTA_DR3_github/analysis_codes/data/all/J2241-5236.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J0030+0451,J0030+0451,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0030+0451/J0030+0451.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0030+0451/J0030+0451_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J0613-0200,J0613-0200,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0613-0200/J0613-0200.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J0613-0200/J0613-0200_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1012+5307,J1012+5307,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1012+5307/J1012+5307.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1012+5307/J1012+5307_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1022+1001,J1022+1001,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1022+1001/J1022+1001.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1022+1001/J1022+1001_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1024-0719,J1024-0719,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1024-0719/J1024-0719.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1024-0719/J1024-0719_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1455-3330,J1455-3330,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1455-3330/J1455-3330.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1455-3330/J1455-3330_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1600-3053,J1600-3053,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1600-3053/J1600-3053.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1600-3053/J1600-3053_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1640+2224,J1640+2224,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1640+2224/J1640+2224.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1640+2224/J1640+2224_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1713+0747,J1713+0747,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1713+0747/J1713+0747.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1713+0747/J1713+0747_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1730-2304,J1730-2304,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1730-2304/J1730-2304.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1730-2304/J1730-2304_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1738+0333,J1738+0333,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1738+0333/J1738+0333.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1738+0333/J1738+0333_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1744-1134,J1744-1134,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1744-1134/J1744-1134.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1744-1134/J1744-1134_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1751-2857,J1751-2857,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1751-2857/J1751-2857.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1751-2857/J1751-2857_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1843-1113,J1843-1113,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1843-1113/J1843-1113.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1843-1113/J1843-1113_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1909-3744,J1909-3744,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1909-3744/J1909-3744.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1909-3744/J1909-3744_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1910+1256,J1910+1256,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1910+1256/J1910+1256.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1910+1256/J1910+1256_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1911+1347,J1911+1347,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1911+1347/J1911+1347.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1911+1347/J1911+1347_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J1918-0642,J1918-0642,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1918-0642/J1918-0642.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J1918-0642/J1918-0642_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J2124-3358,J2124-3358,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J2124-3358/J2124-3358.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J2124-3358/J2124-3358_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,EPTA,J2322+2057,J2322+2057,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J2322+2057/J2322+2057.par,data/EPTA_DR2/epta-dr2/EPTA-DR2/DR2new+/J2322+2057/J2322+2057_all.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J0030+0451,J0030+0451,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J0030+0451.par,data/PPTA_DR3_github/analysis_codes/data/all/J0030+0451.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J0437-4715,J0437-4715,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J0437-4715.par,data/PPTA_DR3_github/analysis_codes/data/all/J0437-4715.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J0613-0200,J0613-0200,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J0613-0200.par,data/PPTA_DR3_github/analysis_codes/data/all/J0613-0200.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J0900-3144,J0900-3144,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J0900-3144.par,data/PPTA_DR3_github/analysis_codes/data/all/J0900-3144.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1022+1001,J1022+1001,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1022+1001.par,data/PPTA_DR3_github/analysis_codes/data/all/J1022+1001.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1024-0719,J1024-0719,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1024-0719.par,data/PPTA_DR3_github/analysis_codes/data/all/J1024-0719.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1600-3053,J1600-3053,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1600-3053.par,data/PPTA_DR3_github/analysis_codes/data/all/J1600-3053.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1643-1224,J1643-1224,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1643-1224.par,data/PPTA_DR3_github/analysis_codes/data/all/J1643-1224.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1713+0747,J1713+0747,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1713+0747.par,data/PPTA_DR3_github/analysis_codes/data/all/J1713+0747.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1730-2304,J1730-2304,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1730-2304.par,data/PPTA_DR3_github/analysis_codes/data/all/J1730-2304.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1741+1351,J1741+1351,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1741+1351.par,data/PPTA_DR3_github/analysis_codes/data/all/J1741+1351.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
,PPTA,J1744-1134,J1744-1134,skipped,duplicate pulsar name skipped by priority-dedup development policy,par_tim,data/PPTA_DR3_github/analysis_codes/data/all/J1744-1134.par,data/PPTA_DR3_github/analysis_codes/data/all/J1744-1134.tim,ng15_priority_deduplicated_reduced_3array_development,NG15>EPTA>PPTA
